,id_EXIST,lang,tweet,hard_label_task1,soft_label_task1,original
200434,200434,en,<org> prev comment pls ss u ma ddd pitch,0,0.5,@unholyhossler THE PRIV COMMENTS ON THIS PLSSS WHY ARE U MADDDD BITCHES
200435,200435,en,professor say would co author paper gender queer approach archaeology <right_single_quote> real ally ship pitch,0,0.3333333333333333,Not my professor saying that she would co-author a paper with me on a gender-queer approach to archaeology. That’s real allyship bitches
200436,200436,en,<verb> <noun> check social medium <right_single_quote> really sick shit <right_single_quote> pitch go nuts to osi poor she be ty everybody else <right_single_quote> idol,1,0.6666666666666666,"@Beatrizchristo3 @joctigney because I check her social media ? Y’all really sick over that shit ain’t you , so you bitches can go nuts over toosi, pooh sheisty and everybody else but I can’t have MY own idol"
200437,200437,en,num fok u must pitch get one,1,0.6666666666666666,nvm fok u musty bitches i got one
200438,200438,en,reply <left_double_quote> <right_double_quote> <right_single_quote> give 5 reason tag someone <right_single_quote> know 1 <noun> you 3 <prop> pilgrim try pitch 5 <prop> beat face smile eye thumb,0,0.5,reply to this with a “?” and i’ll give you 5 reasons to tag someone but they won’t know why. 1. @hrt4houaylor2. all of you3. @phzvibez4. all of pilgrimrry's bitches 5. @slut4hs1 😁👍
200439,200439,en,bad pitch signature item smell style,0,0.5,"Only bad bitches have signature items, smells, style"
200440,200440,en,<num> say <left_double_quote> <right_single_quote> even cheat bad pitch <right_double_quote> face healing still get,0,0.5,"When @iamcardib said, “You don’t even cheat with no bad bitches!” 😮‍💨 still gets me"
200441,200441,en,<prop> <org> felt bit get dump first time base private urge blame woman feel rejection real answer sympathetic less self absorb ultimately try improve,1,0.6666666666666666,@KaiZenKC @WitchesFor I felt a bit of it after I got dumped for the first time. This base/privative urge to blame all women for the feeling of rejection. The real answer is to be more empathetic and less self-absorbed - and ultimately try to improve yourself
200442,200442,en,<prop> <noun> <adj> <x> <right_single_quote> one <right_single_quote> planning go murderous rampage blame woman sleep fault,1,1.0,"@TruecelLife @stevenb21 @Interstella4L @IncelsCo You’re the one who’s planning on going on a murderous rampage because you blame all women for not sleeping with you, which is your fault"
200443,200443,en,<prop> someone make word win argument <right_single_quote> personality blame woman,1,0.6666666666666666,@ichinita310 That someone makes up words to win arguments and doesn’t have a personality so they blame all women??
200444,200444,en,<noun> <punct> <org> work toxic female environment abuse discriminated male blame woman dont blame men please tell,1,0.6666666666666666,"@annakb84 @MikeThornton94 @SkyNews No it does not, i have worked in toxic all female environments and been abused and discriminated against just for being male, do i blame all women no i dont so why do you blame all men? Please do tell me"
200445,200445,en,<verb> say blame woman many woman guilty even woman identify feminist,1,0.8333333333333334,"@Lawson_Lyon Nor did I say it was. I don't blame all women, but many women are guilty of this, even some women who identify as feminists."
200446,200446,en,men blame woman relationship trouble like someone eat cheese get sick decide blame cheese defective instead aaa y be consider might lacrosse intolerant conclusion <left_double_quote> everyone else <left_double_quote> probably,1,0.8333333333333334,"men who blame all women for their relationship troubles is like someone eating cheese and getting sick, and deciding to blame ALL cheese for being defective instead of maaaybe considering they might be lactose intolerant.in conclusion, if it's ""everyone else"", it's probably you"
200447,200447,en,<noun> <org> <org> <verb> blame woman let vote fight preserve liberty continue thanks part,1,1.0,"@K_Poppins @nagle_mo @Juandan @Havesomegrace_ I don't blame all women, but we can't just let some of you vote. So the fight to preserve liberty will continue. Thanks for doing your part."
200448,200448,en,<org> blame woman break relationship w mother daisy,1,0.8333333333333334,"@Daisymaemarch don't blame all women for your broken relationship w/ your own mother, Daisy."
200449,200449,en,<verb> <gpe> <prop> <num> <noun> blame woman texas would silly majority woman vote republican whatever reason even tho dems consistently protect right think insulated gop f ker y fool around find,1,0.6666666666666666,"@Sarcasmicfiend @tpa_1960 @JollyMollyRoger @MeidasTouch @redheadb3 Didn't blame all women of Texas. That would be silly. Just the majority. Women that vote Republican for whatever reason, even tho it the DEMS that consistently protect their rights, thought they were insulated from GOP f***kery, fooled around and found out."
200450,200450,en,<prop> may be stop tolerant deliberately uneducated let <right_single_quote> stop dock <left_double_quote> elitist <right_double_quote> tag give u woman earn college degree advance degree great new way blame woman uneducated female fascism obnoxious,1,1.0,@michaelharriot Maybe stop being so tolerant of the deliberately uneducated.  Let’s stop ducking the “elitist” tag given to those of us women earning college degrees and advanced degrees.  This great new way to blame ALL women for uneducated female fascism is obnoxious.
200451,200451,en,<x> <noun> <noun> <gpe> <noun> <noun> woman do despicable thing know blame woman action,1,0.8333333333333334,@DreadPirateRobO @IzzyKamikaze @ShaunaghG @Debbbooo @chromefutures @ElaineF73884477 There are women who have done despicable things too you know but we don't blame all women for actions of a few.
200452,200452,en,<prop> <num> honestly pretty stupid see whole relationship blame mother twice fuck dumb blame woman,0,0.5,"@HedonistHuston @greentexts_bot But honestly you have to be pretty stupid to see this whole relationship and only blame the mother, twice as fucking dumb to blame all women."
200453,200453,en,<prop> blame men like men blame woman,0,0.16666666666666666,@kennavita Can't blame all men. Just  like we men can't blame all women.
200454,200454,en,<num> <noun> mean dont blame woman something unstable woman,0,0.3333333333333333,@ApplecoreKatie @notCursedE I mean you dont blame all women for something an unstable woman did
200455,200455,en,<prop> <num> <x> use word <left_double_quote> <left_double_quote> men stop box u shit attitude like start hatred towards men build divide know woman regularly hit bf blame woman behaviour,1,0.5,"@emiliamary_3 @john_hirst @neilson_carley Then use the word ""some"" men and stop boxing all of us.Its shit and attitude like that which starts hatred towards men and builds a divide.I know a woman who regularly hits her bf, don't blame all women for her behaviour"
200456,200456,en,men so book break bitter like many drown intense misogyny like always say <left_double_quote> men <left_double_quote> woman bring stats valid concern let one woman something blame woman thank god im lesbian,0,0.16666666666666666,"Men are sooooo freakin bitter. Like so many of them are drowning in intense misogyny. Like why?They always say, ""Not all Men"" when women bring up stats and valid concerns, but let one woman do something and they blame all women. Thank god Im a lesbian."
200457,200457,en,<right_single_quote> chase gold digger <right_single_quote> get gold wanna blame woman rejection face tear joy,1,0.8333333333333334,Y’all chase after gold diggers when you ain’t got no gold then wanna blame all women for your rejection 😂
200458,200458,en,<noun> <noun> traditional feminist tolerate shit third wave nu feminist blame woman mockery pick me want virtue signal legitimate first wave feminist,1,0.5,"@JasperLufkin @HaydenGr3y Traditional feminists don't tolerate this shit, only third wave nu-feminists do. Don't blame all women for this mockery. It's only the pick-mes who want to virtue signal, and not legitimate first wave feminists"
200459,200459,en,<org> <noun> <person> <adv> <org> <org> <org> blame woman inaccurate,0,0.0,@Jillybe07741022 @kingkong_89 @thenewmcj @yaresedor @NICECSN @jalynjnae @jiffylube I don't blame all women. That's inaccurate
200460,200460,en,meh wish cheat danish <right_single_quote> blame woman mar vi sir med blasphemy jesus <right_single_quote> blame whole gender group girl kidnap boy rap death <right_single_quote> blame every woman woman malik ria <right_single_quote> family abuse actress v abuse,1,1.0,"When Mehwish cheated Danish we didn’t blame all women . When marvi sirmed blasphemed jesus, we didn’t blame the whole gender . When group of girls kidnapped a boy and raped him to death, we didn’t blame every women . When a woman from Malik Riaz’s family abuse actress v no abuse"
200461,200461,en,<noun> abusive relationship mom work extra shift pay bill keep family together somehow give u hope dad get drunk beat beat kid run tab impress rich bos skip town lady genus two party system <url>,1,1.0,"@chrislhayes This is just an abusive relationship. Mom works extra shifts and pays the bills to keep the family together and somehow give us hope. Dad gets drunk, beats her, beats the kids, and runs up a tab to impress his rich boss. Then he skips town. Ladies and gents, our two party system. https://t.co/kXRvDvztBG"
200462,200462,en,grow men wanna baby amp thats cute think cute start really require shit cricket one anything dish ion get time im legit bos baby move,0,0.3333333333333333,"Grown men wanna baby me &amp; thats cute. Or the thought of it is cute, but once I start really requiring shit.. its crickets. No one has anything to dish out. Ion got time. Im legit a boss baby, move."
200463,200463,en,<noun> <punct> bos strong beautiful powerful keep dominating,0,0.0,@UNESports @UNEFieldHockey Because your the Boss! Strong beautiful and powerful! Keep dominating
200464,200464,en,wouldnt say visa p bos difficult definitely annoy farm wolf lord,0,0.3333333333333333,i wouldnt say the vishap boss is difficult for me but its definitely more annoying to farm than the wolflord was
200465,200465,en,loophole find loophole use loophole like bos save world <url>,0,0.0,"If there is a loophole, I will find that loophole, and use that loophole like a boss to save the WORLD! https://t.co/GtjODux9t0"
200466,200466,en,<org> great bos <cardinal> gain respect hv 324k follower lesson dude less 5200 follower cheer,0,0.16666666666666666,@MYLESGINVEST Great boss @ShytoshiKusama who gain more respect (hv 324k) followers lesson a dude who has less than 5200 followers. Cheers
200467,200467,en,wake 4am work get send home early weather bos say come 10 30 next day <url>,0,0.0,"When you wake up at 4am for work, get sent home early because of weather, and then your boss says to not come in until 10:30 the next day https://t.co/bDDZM8I404"
200468,200468,en,know good see professor roll rise <num> good see ya bos <hashtag_start> comic con <hashtag_end> <url>,0,0.0,You know it's good when you see the professor roll up. Rise for the @kuro_professor. Good seeing ya boss.#ComicCon https://t.co/XTDHY6TtXQ
200469,200469,en,still wish turn boss fight <url>,0,0.16666666666666666,I still wish they turned this into a boss fight. https://t.co/HyvPYJPHJc
200470,200470,en,<noun> <prop> get mint one past ko lang po bos sha see evil monkey,0,0.0,"@shadliebug @Starbots_game Didn't get to mint one, pasiko nalang po boss shad 🙈"
200471,200471,en,love chat direct bos polyamory fail university due part transition 10 10 ci ally comment one thing sound like important life change event <right_single_quote> get piece paper stick wall,0,0.0,Love to have a chat with my direct boss about polyamory and failing out of university due (in part) to transitioning. In 10/10 cis ally his comment was one of those things sounds like an important life changing event and it wasn’t getting a piece of paper to stick on the wall
200472,200472,en,<noun> <noun> cant bos hair sock in,0,0.3333333333333333,@sliturguts @inhumanew4ste cant boss hairs soakin
200473,200473,en,final bos rn back 4 blood <url> <hashtag_start> back 4 blood <hashtag_end>,0,0.0,On the final boss rn of Back 4 Bloodhttps://t.co/Y94KPxcDyI #Back4Blood
200474,200474,en,<person> vireo self try show bitch bos face tear joy face tear joy,1,0.6666666666666666,@VanCarlito2003 My Virgo self tryna show this bitch who's boss 😂😂
200475,200475,en,<verb> thanks birthday boss give u reason celebrate smile face horn,0,0.16666666666666666,@77enkidu Thanks for having a birthday Boss! Gives us a reason to celebrate you. 😈
200476,200476,en,<left_double_quote> bos action <left_double_quote> r skinny listen boomer radio <left_double_quote> big boy <left_double_quote> lovely receiver crown jewel amazon <url> review <url> <hashtag_start> get best <hashtag_end> <hashtag_start> c crane <hashtag_end> <hashtag_start> radio3 <hashtag_end> <hashtag_start> <hashtag_end> <hashtag_start> fm <hashtag_end> <hashtag_start> weather <hashtag_end> <hashtag_start> alert <hashtag_end> <hashtag_start> nota <hashtag_end> <hashtag_start> 2m <hashtag_end> <hashtag_start> ham <hashtag_end> <hashtag_start> radio <hashtag_end> <url>,0,0.0,"""The Boss in Action"",  R.O.T.D.The Skinny:  Listening to Zoomer Radio on the ""Big Boy"".  A lovely receiver.The Crown Jewel at Amazon: https://t.co/EIg52Oif1zMy Review: https://t.co/bSqGy8SONL#getthebest #ccrane #ccradio3 #am #fm #weather #alert #noaa #2m #ham #radio https://t.co/pmzJGWI5an"
200477,200477,en,could spell drawer draw picture bos understood try write face tear joy <url>,0,0.16666666666666666,Me when I could not spell drawer so I had to draw a picture so my boss understood what I was trying to write 😂 https://t.co/Z5dh0SHxmO
200478,200478,en,aberdeen 1 1 st johnston saint bos album davidson call var penalty award pittodrie <url>,0,0.0,Aberdeen 1-1 St Johnstone: Saints boss Callum Davidson calls for VAR over penalty award at Pittodrie https://t.co/EVlzHE7uiv
200479,200479,en,<noun> fight advise bos richard shell fight go mo go,0,0.0,@KatieBrittforAL Fight for it?   Did you advise your boss Richard Shelby to fight for it?GO MO GO!
200480,200480,en,<x> half rang nick fold hand bos <url>,0,0.0,@ManUtd Ralf Rangnick 🙏 be our boss https://t.co/MGG7eNBQmS
200481,200481,en,<noun> <noun> wrong eye factually all bully,0,0.3333333333333333,@bangdesal @olga_dalla She does no wrong in your eyes but factually yall bullied me .
200482,200482,en,<noun> never e bully first place smh,0,0.0,@VentingSalty I nevee bullied you in the first place smh
200483,200483,en,trans community bully dane transgender woman also dave cappella s best friend commit suicide support dave,1,0.6666666666666666,The Trans Community Bullied Daphne (Transgender Woman) Also Dave Chappelles Best friend Into Committing Suicide… All Because She Supported Dave.
200484,200484,en,<adp> similar tell aaron start bully death,0,0.0,"@ComicDaveSmith Similar, tell me Aaron Swartz wasn't bullied to death."
200485,200485,en,<org> jenny feel sick husband bully christine holgate job australian issue fraudulent debt notice <hashtag_start> robot debt <hashtag_end> many commit suicide young family <hashtag_start> home bilo <hashtag_end> <right_single_quote> drag bed early hour morning,1,0.8333333333333334,@TheTodayShow Did Jenny feel sick when her husband bullied Christine Holgate out of her job?When Australians were issued fraudulent debt notices #robodebt and many committed suicide? When a young family from #HomeToBilo we’re dragged from their beds in the early hours of the morning?
200486,200486,en,<x> crazy see put in overplayed hand think world would talk think ukraine stand make easy rest world stand even though ppl <right_single_quote> like bully <right_single_quote> respect bully,0,0.0,"@HighHeelEsquire Crazy to see how Putin overplayed his hand. He thought the world would balk.  I think Ukraine standing up for itself made it easier for the rest of the world to stand up to him. Even though ppl don’t like bullies, they don’t respect the bullied."
200487,200487,en,<adv> aaron rodgers stand alone bullshit thrown rise cow party refuse push bullied something go work go aaron,0,0.0,@GBPdaily Aaron Rodgers has stood alone against all the bullshit thrown at him and rose above all of the CowPatties. He refused to be pushed and bullied to do something that goes against what worked for him. Go Aaron
200488,200488,en,bit ironic morrison bang bot follower bots sock puppet hat call twitter hide behind <left_double_quote> kid woman <left_double_quote> bully,0,0.3333333333333333,"Bit ironic that Morrison is banging on about bots when most of his followers are bots and sock puppets.He just hates being called out on Twitter.  Hiding behind ""kids and women"" being bullied."
200489,200489,en,always wish meet sooner could play card holiday could make him bap school trip anyone bully would meet parent yell teach kid good fought,0,0.16666666666666666,"I always wished I had met you sooner. Then, we could've played cards on the holidays, and I could've made gimbap for your school trips. If anyone had bullied you, I would've met their parents, yelled at them to teach their kids better, and fought for you."
200490,200490,en,<verb> think <right_single_quote> bully literally <right_single_quote> even tell stop anything friend type tease bully <right_single_quote> boundary,0,0.5,@tint_chocolate If you think he’s being bullied he literally didn’t even tell them to stop or anything. I have friends and this type of teasing is not bullying it’s all about boundaries
200491,200491,en,republican show bully attack kill amp stole next coup <url>,0,0.16666666666666666,"Republicans have shoved, bullied, attacked, killed &amp; stole so when's the next coup https://t.co/pFaYQ0kZPV"
200492,200492,en,<cardinal> also sorry peter absolutely bit motor mouth smart as totally character third reason bully doesnt know shut,0,0.16666666666666666,"@PositronicWoman Also, i'm sorry, but Peter is absolutely a bit of motor-mouthed smart ass. It's totally in character that a third of the reason that he's bullied is because he doesnt know when to shut up"
200493,200493,en,thick mike hourglass expansion <adp> get bully <url>,0,0.16666666666666666,a Thick Mika hourglass expansion for @demonwolf202 get bullied. https://t.co/X4OJEfmNb6
200494,200494,en,<verb> thats honestly super helpful liam issue place value onto others bit much amp really work bully lot high school amp people pretend friend kind major trigger,0,0.0,@liammc90gaming Thats honestly super helpful Liam. I have issues with placing my value onto others a bit too much &amp; I really have to work on it.I was bullied a lot in highschool &amp; had people pretend to be my friends so this is kind of a major trigger for me.
200495,200495,en,<num> bully since 6 tell <right_single_quote> hero ever since almost die get tell <right_single_quote> hero role model save bully get thanks acknowledge first episode good reason cry let alone pain reason cry,0,0.0,"@im_melloow Bullied since he was 6, told he couldn’t be a hero ever since then, almost died, then gets told he can’t be a hero by role model, and then saves bully and gets no thanks. All acknowledged in first episode and very good reasons to cry let alone all the more pain/reason to cry."
200496,200496,en,someone bully enter toxic social medium app abuse 18 year old class <prop> <url>,0,0.16666666666666666,From someone who was bullied to enticing a toxic social media app to abuse an 18 year old. Class from @Chelsearory. https://t.co/FjRcXbNk16
200497,200497,en,<person> <prop> <noun> many k 12 school bathroom see door amp open entrance go around corner privacy much teacher admin hall hear student bully easily smell smoke va ping cigarette seem like good compromise,0,0.0,"@momDaniela @siouxielaloca @FoxNews Many K-12 school bathrooms I've seen have no doors &amp; an open entrance that goes around a corner. There is privacy, but not so much that a teacher or admin in the hall can hear a student being bullied or easily smell smoke from vaping or cigarettes. Seems like a good compromise."
200498,200498,en,<right_single_quote> love facebook twitter <right_single_quote> hard 2 cyber bully threaten accuse verbal rape <right_single_quote> hard 2 explain 2 rl best friend best friend accuse rape talk bout <x> hate treat way <url>,1,0.6666666666666666,I’m more loved on Facebook than Twitter it’s hard 2 be me on here when I was cyber bullied threatened an  accused of verbal rape it’s so hard 2  explain 2 my RL  best friend that her best friend was accused of Rape not talking bout @VelVelHoller but  I hate being treated this way https://t.co/aBg7vG4gVX
200499,200499,en,<verb> <punct> u hear u equivalent <left_double_quote> wear skirt make man rape <right_double_quote> u seem okay porn abuse send context quote definition defamatory every right shut ur mad b c <right_single_quote> bully,1,0.8333333333333334,@KellenDunk @CroneInAMillion Do U hear yourself? U are the equivalent of “she wore a skirt and it made the man rape her”.U seem to be okay with the porn or abuse sent to her. the out of context quoting is by definition defamatory. She had every right to shut that down. Ur mad b/c she can’t be bullied.
200500,200500,en,<org> <noun> <noun> <right_single_quote> 2 3 child bully child break home 4 parent get principle office child parent find life <right_single_quote> rainbow butterfly like thought child,0,0.0,@JessicaRoseColl @JServantess @0scaremorales Because I’ve had 2 of my 3 children bullied by children that are from broken homes and when all 4 parents got to the principles office with the children these parents then found out that life wasn’t all rainbows and butterflies like they thought their children were having the…
200501,200501,en,call sexist think butt ling man <right_single_quote> job,1,0.8333333333333334,call me sexist but i just think buttling is a man’s job
200502,200502,en,<noun> <noun> <noun> ago call sexist all need shut fuck,1,0.6666666666666666,"@VitamnZebra @Waandyl @jazIynns Ayo, call me sexist but both of yall need to shut the fuck up"
200503,200503,en,<noun> hate say saw call sexist woman think every single thing within sex competition almost get jealous success men mostly intrigue something noticed 33 year alive also sister haha,1,1.0,"@ZStekkel I hate to say this and a SJW call me sexist but, women think every single thing within their sex is a competition. Almost as if they get more jealous of success than men. I'm mostly intrigued why this is something I've noticed over my 33 years alive. (I also have a sister haha)"
200504,200504,en,call sexist feel wrong woman r end nba like go ref wnba grimace face,1,1.0,Call me sexist but it just feels wrong that women are reffing the NBA like go ref the WNBA😬
200505,200505,en,<noun> girl <right_single_quote> count reply guy call sexist always love compliment da goal even horn post face tear joy face tear joy <right_single_quote> mean cry,1,0.6666666666666666,"@Russtophocles1 Girls don’t count as reply guys , call me sexist but I always love compliments from da gals. Even if they are horny posting😂😂 but if you’re mean I will cry"
200506,200506,en,people call sexist a int shit like bro id totally fuck woman compare 6 <left_double_quote> 3 pablo as look like anal retraction could slice cock like salary,1,1.0,"People call me sexist but i aint any of that shit like bro, id totally fuck a woman compared to 6""3 pablo's ass that looks like its anal retraction could slice my cock like salami"
200507,200507,en,<org> <x> real thing make mad message drive re market everything safely send young girl speak rule woman can not powerful sexy call sexist really sex positive feminist,1,0.8333333333333334,"@NegativeBurner2 @NegativeArrow_ But the real thing that makes me mad is the message that this drive to remarket everything more safely sends to young girls, the unspoken rule that women cannot be BOTH powerful AND sexy. You can call me sexist, but what I really am is a sex-positive feminist."
200508,200508,en,<noun> <prop> call sexist <right_single_quote> believe stat may be true demographic surely overall,0,0.3333333333333333,@JaneCaro @abc730 Call me sexist but I don’t believe that stat. Maybe true in some demographic but surely not overall.
200509,200509,en,listen <left_double_quote> woman sing wait <right_double_quote> tribute album guess call sexist think tom one guy whose madness central music <right_single_quote> work woman could give allison grass one songs <right_single_quote> <right_single_quote>,1,0.8333333333333334,"Listening to the “Women Sing Waits” tribute album, and I guess call me sexist but I think Tom is one of those guys whose maleness is so central to his music that it just doesn’t work for women. You could give Allison Krauss one of his songs and it just doesn’t, just isn’t."
200510,200510,en,call sexist way hell face tear joy <url>,0,0.16666666666666666,Call me sexist but no way in hell 😂 https://t.co/9jlb46VjrO
200511,200511,en,call sexist woman big knock tweet would vanish probably 500 plus like reality,1,1.0,"Call me sexist but if I were a woman with big knockers this tweet would have garnished probably over 500 plus likes, so where is the reality?"
200512,200512,en,call sexist believe hand belong lady,1,1.0,and call me sexist but I can not believe those hands belong to a lady…
200513,200513,en,meet girl bar fuck beautiful fucking dime supermodel hot go asked <right_single_quote> <right_single_quote> tell <right_single_quote> brain surgeon call sexist really impressed woman <right_single_quote> pull sarcasm,1,1.0,"met this girl at a bar who was fucking beautiful, fucking dime, supermodel hot. went up to her asked her where’s she’s from what she does and she tells me she’s a brain surgeon. call me sexist but i was really impressed. most women can’t pull off sarcasm."
200514,200514,en,call sexist <right_single_quote> ever even see bug time husband fail,1,0.6666666666666666,Call me sexist but I shouldn’t ever have to even see a bug and each time I do my husband has failed
200515,200515,en,<gpe> call sexist hate bet woman <right_single_quote> fight <right_single_quote> never bet,1,0.5,@SamMMAFanBronx Same here. Call me sexist but I hate betting on women’s fights. I’ll never bet on any of them.
200516,200516,en,<noun> call sexist snow day always go detroit car shovel snow hard work wife get work safely,0,0.5,"@tammigaw Call me sexist but on a snow day, I always go out and defrost the car and shovel snow so my hard working wife can get to work safely."
200517,200517,en,especially men call sexist weird shit,0,0.16666666666666666,"Especially with men, call me sexist but that is some weird shit."
200518,200518,en,<verb> call sexist ceo polish woman,1,0.6666666666666666,@The_Dart_Frog call me sexist but the CEO is a Polish woman
200519,200519,en,<prop> call sexist want male therapist twice miserable,0,0.0,"@bearkoda446 Call me sexist, but I do not want a male therapist. Did it twice, was miserable."
200520,200520,en,call sexist never meet girl write mystery novel,1,0.8333333333333334,"Call me sexist, but I've never met a girl who can write mystery novels."
200521,200521,en,<noun> <noun> say 35 thousand please keep weak sexist misogynist b self average strong woman set ball worry word slight call sexist misogynistic girl please u woman real world get zero time,1,0.6666666666666666,@xoMissDanielle @ladyseakayaker I said 35 thousand and please keep your weak sexist misogynist bs to your self. The average strong woman has a set of balls and is not worried about words. You gaslight then call me sexist and misogynistic. Girl please us women in the real world got zero time for it
200522,200522,en,much bet see gonna thick head defend write call sexist happen well understand difference actual feminism activism performative activism <url>,1,0.6666666666666666,How much should I bet to see if there's gonna be a thickhead who'll defend this writing and call me sexist? Why will it happen? Well because they can't understand the difference between actual feminism// activism and performative activism https://t.co/bSIgZv2QcD
200523,200523,en,<person> watch call sexist objectify br uh see goddess god damn bro <url>,1,0.8333333333333334,@John_FknStewart Watch them call me sexist or objectifying her. But bruh HAVE THEY SEEN THIS GODESS GOD DAMN BRO! https://t.co/gs1SeUsVIr
200524,200524,en,never life think would sit room full men acquaint casually say <left_double_quote> hate men <left_double_quote> majority get upset call sexist hatred come sex alone harmful action men continuously woman,1,0.6666666666666666,"never in my life did i think i would sit in a room full of men(that i was acquainted with), casually say ""i hate men"", and the majority of them get upset and call me sexist. as if this hatred came from their sex alone and not from the harmful actions men continuously do to women."
200525,200525,en,sad surprise young age fear would happen never male doctor never want male gynaecologist either call sexist want sadly time time proven fear sadly justify disappointed face,1,0.6666666666666666,"Sad but not surprised. From a young age I feared this would happen so I never had any male doctors and I'd never want a male gynaecologist either. Call me sexist all you want, but sadly time and time again we're being proven our fear is sadly justified 😞"
200526,200526,en,<person> <num> <left_double_quote> oh c mon affirm woman say mother sho lud implication explain woman woman say <eclipses> hey interpretation call sexist <left_double_quote> still blind <hashtag_start> masculinity <hashtag_end> really,1,1.0,"@jayteasee @DrJessTaylor ""Oh c´mon! I affirm this and this about what a woman says. About what a mother does/sholud do. About the implications of that. I am explaining to women what a woman says....but hey, it´s just interpretation if you call me sexist.""Still blind about your #masculinity?Really?"
200527,200527,en,<punct> <x> <verb> <org> <adj> call sexist <right_single_quote> offend roll floor laughing,1,0.6666666666666666,@DJHighEyeQ @ItsMJ254 @JimboJumboFATAL @HVKingz @Kameron_Hay Call me sexist. Doesn’t offend me. 🤣
200528,200528,en,<noun> <adp> <punct> yet write one logical coherent sentence amp twitter <right_single_quote> easy curse call sexist name amp sport nonsense research complete education best money buy amp nothing change,1,0.6666666666666666,"@CookieAndCakes @KJshipper @EHMReid12 You have yet to write one logical/coherent sentence, &amp; this is Twitter where it’s easy. All you can do is curse, call me sexist names &amp; spout  nonsense. You should be researching how to complete your own education. I had the best money can buy &amp; nothing you do will change that."
200529,200529,en,please please give trump hilary 2 0 would love liberal call sexist mention libyan slave trade happen direct cause clinton action <eclipses> please please please <url>,0,0.3333333333333333,"Please do it, please give me Trump/Hilary 2.0, I would love for a liberal to call me sexist for mentioning the Libyan slave trade that's now happening as a direct cause of Clinton's actions...please please please https://t.co/LBHywNJhJ9"
200530,200530,en,<org> literally tell hand joke <right_single_quote> gonna go call sexist <right_single_quote> even believe <right_single_quote> point alive,1,0.6666666666666666,@nermithy I literally told you before hand that I was doing this as a joke and now you’re gonna go and call me sexist I can’t even believe this what’s the point of being alive now
200531,200531,en,<prop> okay make female mostly woman know open mouth stuff shouldnt woman yes call sexist though,1,1.0,@TorontoTeacherX Okay then make or female. Mostly woman known for opening mouth about stuff they shouldnt. I'm a woman to. Yes you can call me sexist though.
200532,200532,en,<org> wear hospital gown call sexist,1,1.0,@jcslattery Is she wearing a hospital gown? Call me sexist then.
200533,200533,en,<gpe> say something feeling like az <right_single_quote> proper character yet someone respond say ryan call sexist smith <right_single_quote> funny,0,0.5,@JayExci I said something about me feeling like yaz isn’t a proper character yet and someone responds saying that Ryan is as if to call me sexist or smth and it’s so funny
200534,200534,en,hold call sexist respect paralyze female glad conversation time,1,0.5,Hold up you call me sexist!? I respect paralyzed females and I am glad we are having this conversation. It's time
200535,200535,en,call sexist want nation ever succeed woman head way final nail already coffin <url>,1,1.0,Call me sexist all you want but no Nation ever succeeds with a woman as the Head. It's just the way it is. They final nail is already in the coffin. https://t.co/ZEEKHu90N6
200536,200536,en,<org> <noun> <org> <gpe> wtf like one man voice call sexist right,1,0.8333333333333334,"@SCV1984 @17JAW17 @MLBONFOX @MLB Wtf?!? Because I don't like one man's voice, you call me sexist and a bigot??"
200537,200537,en,call <left_double_quote> sexist <right_double_quote> ion like party high <url>,0,0.5,Call me “sexist” but ion like when panties be that high https://t.co/L5JcBVZfFY
200538,200538,en,mighty as call sexist care <url>,1,1.0,The mighty ass. Call me sexist I do not care. https://t.co/LzXw4iRbLR
200539,200539,en,<org> <noun> <noun> call sexist <right_single_quote> science nature <url>,0,0.5,"@RobertVonB1 @stoops_blaine @FoxNews And before you call me sexist, it’s just science and nature https://t.co/Yc6GO8UCDj"
200540,200540,en,call sexist later woman proclaim <left_double_quote> do <right_double_quote> never cute woody face face vomit unseated face <hashtag_start> free game <hashtag_end>,1,0.8333333333333334,Call me sexist or a hater but a woman proclaiming she has “hoes” will never be cute!🥴🤮🤢 #FreeGame
200541,200541,en,<noun> unfahrifhdyfhdh why yyyy actually canon <eclipses> <url>,0,0.0,@mitsuyacut1e this is so unfahrifhdyfhdh whyyyyy why is this actually canon... https://t.co/a04juqfBH1
200542,200542,en,canon dont tell otherwise <url>,0,0.0,its canon dont tell me otherwise https://t.co/9v6224pZbL
200543,200543,en,<org> yes <right_single_quote> lot fun fun like trauma rise way <right_single_quote> like military witch cult cover witch <right_single_quote> also less canon gay think like lot homoerotic undergone lot canon gay stuff,1,0.6666666666666666,"@taramaclayton Yes it’s a lot of fun, fun in like the traumatising way.. it’s like this military of witches against this more culty coven of witches… there’s also less canon gay than I thought it was but like there is a lot of homoerotic undertones for a lot of the not canon gay stuff"
200544,200544,en,<org> loudly cry face loudly cry face loudly cry face loudly cry face loudly cry face idea wolf fr care ab anyone want <eclipses> pretty canon,0,0.0,@wdznism 😭😭😭😭😭 I have no idea what wolf was doing fr he didn't care ab anyone he was just doing what he wants... pretty canon
200545,200545,en,<org> <right_single_quote> true canon never kiss anything like note punch enjoy prom friend,0,0.0,@yuristlaurent And that’s true canon. She never kissed him or anything like that. Nope. She just punched him and enjoyed prom with her friends.
